Họ tên,Chức vị,Chuyên khoa,Bệnh viện,Link Profile
Nguyễn Tiến Lung,Thạc sĩ,Nghiên cứu khoa học,Viện nghiên cứu Tế bào gốc và Công nghệ gen Vinmec,/vie/chuyen-gia-y-te/nguyen-tien-lung-51465-vi
Vũ Tuấn Việt,"Thạc sĩ , Bác sĩ",Gây mê - điều trị đau,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-tuan-viet-1321-vi
Trần Hương Thu,"Thạc sĩ , Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/tran-huong-thu
Paul O’Halloran,"Thạc sĩ , Chuyên gia",Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/paul-ohalloran-51755-vi
Phạm Quốc Thành,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/pham-quoc-thanh-51138-vi
Trịnh Thị Thanh Nhã,"Thạc sĩ , Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/trinh-thi-thanh-nha-51758-vi
Trần Thị Ngọc Anh,Thạc sĩ,Hỗ trợ sinh sản,Đơn vị Hỗ trợ sinh sản Olea - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/tran-thi-ngoc-anh
Nguyễn Thùy Linh,"Thạc sĩ , Bác sĩ",Tâm thần,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/nguyen-thuy-linh-2
Võ Thị Thùy Nga,"Thạc sĩ , Bác sĩ",Xét nghiệm,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vo-thi-thuy-nga
Phạm Hoài Thu,Thạc sĩ,Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/pham-hoai-thu
Nguyễn Quốc Trọng,"Thạc sĩ , Chuyên gia",Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/nguyen-quoc-trong
Nguyễn Lê Thảo Trâm,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/nguyen-le-thao-tram-51154-vi
Phạm Hòa Hưng,"Thạc sĩ , Bác sĩ",Gây mê,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Vinmec Hạ Long,/vie/chuyen-gia-y-te/pham-hoa-hung-51446-vi
Mã Nghi Hải,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/ma-nghi-hai
Nguyễn Hữu Hùng,"Thạc sĩ , Bác sĩ",N/A,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-huu-hung
Nguyễn Khắc Sơn,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-khac-son
Đào Huy Hoàng,"Thạc sĩ , Kỹ thuật viên",N/A,N/A,/vie/chuyen-gia-y-te/dao-huy-hoang
Trần Văn Nghĩa,"Thạc sĩ , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-van-nghia
Võ Thanh An,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vo-thanh-an
Hoàng Hương Diễm,Thạc sĩ,Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/hoang-huong-diem
Nguyễn Như Hiền,"Thạc sĩ , Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-nhu-hien-51734-vi
Lê Anh Việt,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-anh-viet-51125-vi
Vũ Thị Hậu,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-thi-hau-51124-vi
Lê Hồng Chiến,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-hong-chien-51122-vi
Nguyễn Thanh Hiền,"Thạc sĩ , Bác sĩ",Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-thanh-hien
Hoàng Văn Làn Đức,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/hoang-van-lan-duc-51426-vi
Tô Đông Kha,"Thạc sĩ , Bác sĩ",Ngoại chấn thương chỉnh hình,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/to-dong-kha
Phạm Nguyên Hương Ly,"Thạc sĩ , Bác sĩ",Răng - Hàm - Mặt,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/pham-nguyen-huong-ly
Nguyễn Thị Nga,"Thạc sĩ , Bác sĩ",Y học cổ truyền,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-nga-3
Hà Nam Linh,"Thạc sĩ , Bác sĩ",Nội Tiêu hoá - Nội soi,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/ha-nam-linh
Ba Thị Thúy Hằng,"Thạc sĩ , Bác sĩ",Thẩm mỹ,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ba-thi-thuy-hang
Võ Quốc Huy,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/vo-quoc-huy
Trần Văn Nghĩa,"Thạc sĩ , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-van-nghia
Võ Thanh An,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vo-thanh-an
Hoàng Hương Diễm,Thạc sĩ,Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/hoang-huong-diem
Nguyễn Như Hiền,"Thạc sĩ , Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-nhu-hien-51734-vi
Lê Anh Việt,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-anh-viet-51125-vi
Vũ Thị Hậu,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-thi-hau-51124-vi
Lê Hồng Chiến,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-hong-chien-51122-vi
Nguyễn Thanh Hiền,"Thạc sĩ , Bác sĩ",Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-thanh-hien
Nguyễn Thị Huyền,"Thạc sĩ , Bác sĩ",Tim mạch,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/nguyen-thi-huyen
Nguyễn Thị Ngọc Hà,Thạc sĩ,Kiểm soát chất lượng,Phòng QC và Tiêu chuẩn Chất lượng,/vie/chuyen-gia-y-te/nguyen-thi-ngoc-ha
Nguyễn Huyền Thoại,"Thạc sĩ , Bác sĩ",Gây mê,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/nguyen-huyen-thoai
Tống Thị Khánh,"Thạc sĩ , Bác sĩ",Đa khoa,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tong-thi-khanh
Mai Thị Hiên,Thạc sĩ,Kiểm soát chất lượng,Phòng QC và Tiêu chuẩn Chất lượng,/vie/chuyen-gia-y-te/mai-thi-hien
Phan Thùy Chi,"Thạc sĩ , Bác sĩ",Gây mê,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/phan-thuy-chi
Nguyễn Văn Hương,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-van-huong-51092-vi
Phạm Thị Thanh,Thạc sĩ,Kiểm soát chất lượng,Phòng QC và Tiêu chuẩn Chất lượng,/vie/chuyen-gia-y-te/pham-thi-thanh
Hà Sỹ Tùng,"Thạc sĩ , Bác sĩ",Di truyền y học,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-sy-tung
Lê Anh Tuấn,"Thạc sĩ , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-anh-tuan-51874-vi
Ngô Thị Thanh Tú,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh lý Tuyến giáp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ngo-thi-thanh-tu-51653-vi
Nguyễn Thanh Nam,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-thanh-nam-51094-vi
Clara Christina Paula Lua,"Thạc sĩ , Bác sĩ",Gây mê,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/clara-christina-paula-e-lua-51872-vi
Nguyễn Thị Dung,"Thạc sĩ , Bác sĩ",Gây mê,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-dung-51381-vi
Nguyễn Nhật Mai,Thạc sĩ,Hồi sức - Cấp cứu,Trung tâm hồi sức và cấp cứu - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-nhat-mai
Hoàng Thị Mai,"Thạc sĩ , Bác sĩ",Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/hoang-thi-mai-1
Mai Thị Hiên,Thạc sĩ,Kiểm soát chất lượng,Phòng QC và Tiêu chuẩn Chất lượng,/vie/chuyen-gia-y-te/mai-thi-hien
Phan Thùy Chi,"Thạc sĩ , Bác sĩ",Gây mê,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/phan-thuy-chi
Nguyễn Văn Hương,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-van-huong-51092-vi
Phạm Thị Thanh,Thạc sĩ,Kiểm soát chất lượng,Phòng QC và Tiêu chuẩn Chất lượng,/vie/chuyen-gia-y-te/pham-thi-thanh
Hà Sỹ Tùng,"Thạc sĩ , Bác sĩ",Di truyền y học,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-sy-tung
Lê Anh Tuấn,"Thạc sĩ , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-anh-tuan-51874-vi
Ngô Thị Thanh Tú,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh lý Tuyến giáp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ngo-thi-thanh-tu-51653-vi
Nguyễn Thanh Nam,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-thanh-nam-51094-vi
Phan Thị Phượng,Thạc sĩ,Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/phan-thi-phuong-51877-vi
Nguyễn Hồng Hải,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-hong-hai-51368-vi
Lưu Thị Bích Ngọc,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/luu-thi-bich-ngoc-51369-vi
Bùi Việt Anh,Thạc sĩ,N/A,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-viet-anh-51858-vi
Phạm Hoàng Thiên,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/pham-hoang-thien
Đỗ Huy Dương,Thạc sĩ,Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/do-huy-duong-51856-vi
Phạm Thị Mai Thanh,"Thạc sĩ , Bác sĩ",Tiêu hóa,Khoa Nội Tiêu hóa - Gan mật - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-thi-mai-thanh-51372-vi
Vũ Minh Đức,Thạc sĩ,Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/thac-si-vu-minh-duc-51847-vi
Trần Văn Tiến,"Thạc sĩ , Bác sĩ",Nội Tiêu hoá - Nội soi,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/tran-van-tien
Nguyễn Thị Nhài,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-thi-nhai
Phan Thị Phượng,Thạc sĩ,Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/phan-thi-phuong-51877-vi
Nguyễn Hồng Hải,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-hong-hai-51368-vi
Lưu Thị Bích Ngọc,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/luu-thi-bich-ngoc-51369-vi
Bùi Việt Anh,Thạc sĩ,N/A,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-viet-anh-51858-vi
Phạm Hoàng Thiên,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/pham-hoang-thien
Đỗ Huy Dương,Thạc sĩ,Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/do-huy-duong-51856-vi
Nguyễn Tuấn Linh,Thạc sĩ,Gây mê - điều trị đau,Khoa Gây mê - Phòng mổ - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-tuan-linh
Trần Văn Tiến,"Thạc sĩ , Bác sĩ",Nội Tiêu hoá - Nội soi,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/tran-van-tien
Nguyễn Thị Nhài,"Thạc sĩ , Bác sĩ",Tai - Mũi - Họng,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-thi-nhai
Phan Thị Phượng,Thạc sĩ,Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/phan-thi-phuong-51877-vi
Nguyễn Hồng Hải,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-hong-hai-51368-vi
Lưu Thị Bích Ngọc,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/luu-thi-bich-ngoc-51369-vi
Bùi Việt Anh,Thạc sĩ,N/A,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-viet-anh-51858-vi
Phạm Hoàng Thiên,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/pham-hoang-thien
Khúc Thị Thúy Ngà,"Thạc sĩ , Bác sĩ",Nội Thận - Tiết niệu,Khoa Nội tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/khuc-thi-thuy-nga-51705-vi
Đặng Trung Kiên,"Thạc sĩ , Bác sĩ",Vi sinh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/dang-trung-kien-51615-vi
Nguyễn Đình Tuấn,"Thạc sĩ , Kỹ thuật viên",Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ths-nguyen-dinh-tuan-51848-vi
Nguyễn Thị Kiều Trinh,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-kieu-trinh
Nguyễn Thị Nga,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-nga-4
Phan Văn Phong,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/phan-van-phong-51324-vi
Đinh Thế Ba,"Thạc sĩ , Bác sĩ",Răng - Hàm - Mặt,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/dinh-the-ba
Trần Quỳnh Trang,"Thạc sĩ , Bác sĩ",Hoá sinh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-quynh-trang-51043-vi
Trần Thị Vượng,"Thạc sĩ , Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/tran-thi-vuong-51031-vi
Trần Khánh Cương,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-khanh-cuong
Đỗ Thị Hoàng Hà,"Thạc sĩ , Bác sĩ",Xét nghiệm,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/do-thi-hoang-ha
Reinel Martin Alvarez Plasencia,"Thạc sĩ , Bác sĩ",Tim mạch,Trung Tâm Tim Mạch - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/reinel-martin-alvarez-plasencia-51253-vi
Ngô Thị Thu Anh,"Thạc sĩ , Kỹ thuật viên",Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/ngo-thi-thu-anh-51546-vi
Vũ Thiên Tài,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/vu-thien-tai
Hoàng Thanh Hương,"Thạc sĩ , Kỹ thuật viên",Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/hoang-thanh-huong-51543-vi
Bùi Thị Hồng Huế,Cử nhân,Nghiên cứu khoa học,Viện nghiên cứu Tế bào gốc và Công nghệ gen Vinmec,/vie/chuyen-gia-y-te/bui-thi-hong-hue-51215-vi
Hàn Thị Thu Hương,Thạc sĩ,Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/han-thi-thu-huong-51852-vi
Hồ Vi Đại Phúc,"Thạc sĩ , Bác sĩ",Phục hồi chức năng,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/ho-vi-dai-phuc
Hà Quang Huy,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-quang-huy-51580-vi
Phạm Thị Thùy Nhung,"Thạc sĩ , Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/pham-thi-thuy-nhung-51028-vi
Vũ Huy Hoàng,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-huy-hoang-51030-vi
Trần Thị Vượng,"Thạc sĩ , Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/tran-thi-vuong-51031-vi
Trần Khánh Cương,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-khanh-cuong
Đỗ Thị Hoàng Hà,"Thạc sĩ , Bác sĩ",Xét nghiệm,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/do-thi-hoang-ha
Hồ Vi Đại Phúc,"Thạc sĩ , Bác sĩ",Phục hồi chức năng,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/ho-vi-dai-phuc
Hà Quang Huy,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-quang-huy-51580-vi
Phạm Thị Thùy Nhung,"Thạc sĩ , Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/pham-thi-thuy-nhung-51028-vi
Vũ Huy Hoàng,"Thạc sĩ , Bác sĩ",Điện quang can thiệp,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-huy-hoang-51030-vi
Trần Thị Vượng,"Thạc sĩ , Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/tran-thi-vuong-51031-vi
Trần Khánh Cương,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-khanh-cuong
Đỗ Thị Hoàng Hà,"Thạc sĩ , Bác sĩ",Xét nghiệm,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/do-thi-hoang-ha
Reinel Martin Alvarez Plasencia,"Thạc sĩ , Bác sĩ",Tim mạch,Trung Tâm Tim Mạch - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/reinel-martin-alvarez-plasencia-51253-vi
Nguyễn Thái Trí,", Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức Cấp cứu - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/nguyen-thai-tri-50984-vi
Mohammad Ahmad Toma Guzo,", Điều dưỡng",Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/mohammad-ahmad-toma-guzo
Dược sĩ Nguyễn Văn Thắng,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-van-thang-51193-vi
Dược sĩ Hoàng Lan Nhung,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/hoang-lan-nhung-51195-vi
Dược sĩ Nguyễn Thị Hoài Ly,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-hoai-ly-51194-vi
Quách Thị Thanh Nhàn,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/quach-thi-thanh-nhan-51196-vi
Dược sĩ Phạm Hồng Ngọc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-hong-ngoc-51192-vi
Lâm Lê Hoàng Thông,", Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/lam-le-hoang-thong
Thập Minh Trí,", Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/thap-minh-tri
Huỳnh Quang Cát Tường,", Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/huynh-quang-cat-tuong
